,adult,belongs_to_collection,budget,genres,homepage,id,imdbId,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
17340,False,,0,"[{'id': 18, 'name': 'Drama'}]",,147846,tt0020092,en,The Letter,"A planter's wife shoots a neighbor, but tells conflicting stories of what happened.",0.070496,/10jEzIBo7QHnvoDezRsTH9m9TZL.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1929-03-17,0.0,65.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Blinded by the fury of passion - by the despair of a lost love -- she had not reckoned with ""The Letter""",The Letter,False,5.0,1.0
17347,False,,0,"[{'id': 18, 'name': 'Drama'}]",,169842,tt0020446,en,The Squall,A fiesty and sexy gypsy (Myrna Loy) disrupts the lives of a conservative farm family.,0.409037,/4V6By7U0F068cmbXOsbrs2Kedky.jpg,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1929-05-09,0.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Squall,False,0.0,0.0
17351,False,,0,"[{'id': 18, 'name': 'Drama'}]",,126517,tt0025338,ja,Kagirinaki hodô,"Mikio Naruse’s final silent film is a gloriously rich portrait of a waitress, Sugiko, whose life, despite a host of male admirers and even some intrigued movie talent scouts, ends up taking a suffocatingly domestic turn after a wealthy businessman accidentally hits her with his car",0.62533,/nn9dI1TJ6GHoHjYw3WNI9ZKrZX0.jpg,"[{'name': 'Shochiku Company', 'id': 4641}, {'name': 'Shochiku Kinema (Kamata)', 'id': 10652}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1934-04-26,0.0,87.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Street Without End,False,7.3,3.0
17369,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,52239,tt0022276,en,Possessed,"Marion is a factory worker who hopes to trade the assembly line, for a beautiful penthouse apartment...",1.123125,/wD6TfKWdHGDZU1K0LFiZBH4if5K.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-11-21,0.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Possessed,False,5.6,7.0
17372,False,,337,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,108923,tt0019195,en,The Mysterious Lady,"A beautiful Russian spy seduces an Austrian military officer in order to obtain secret plans. When she falls in love with him, both are placed in danger.",0.76593,/av9eOZhsWXDXpoZmnDS34N99FEQ.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1928-08-04,551.0,89.0,[],Released,GRETA GARBO AND CONRAD NAGEL The Screen's Newest Discovery of Perfect Young Lovers,The Mysterious Lady,False,7.5,6.0
17380,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",,83989,tt0020018,en,In Old Arizona,"Army Sergeant Mickey Dunn sets out in pursuit of the Cisco Kid, a notorious if kind-hearted and charismatic bandit of the Old West. The Kid spends much of his loot on Tonia, the woman he loves, not realizing that she is being unfaithful to him in his absence. Soon, with her oblivious paramour off plying his trade, Tonia falls in with Dunn, drawn by the allure of a substantial reward for the Kid's capture -- dead or alive. Together, they concoct a plan to ambush and do away with the Cisco Kid once and for all.",0.348543,/6SVqMCO6OirqVZ0pKCvuy60cKaR.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1928-12-25,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The first all-talking sound-on-film feature.,In Old Arizona,False,4.2,5.0
17384,False,,0,"[{'id': 80, 'name': 'Crime'}]",,26699,tt0020836,en,The Doorway to Hell,"In this early talkie, a vicious crime lord (played by Lew Ayres in a rare villainous role) decides that he has had enough and much to the shock of his colleagues decides to give the business to his second in command (James Cagney in his second film role) and retire to Florida after marrying his moll. Unfortunately, he has no idea that she and Cagney are lovers.",0.494331,/8qb5olqlA46LotQRm3IYfqFLHMG.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Vitaphone Corporation', 'id': 9329}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-10-18,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Inside you see the terrors of organized crime - the land of cross and double-cross - where the best you can get is the worst of it!,The Doorway to Hell,False,4.7,5.0
17474,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,28480,tt0013496,de,Phantom,Lorenz Lubota is a city clerk with no direction in life. One day on his way to work he is run over by a woman driving a chariot and he is immediately infatuated with her.,1.376588,/74mh9Kfh1BeFCkjxqG7Iltahcsi.jpg,"[{'name': 'Uco-Film GmbH', 'id': 2127}, {'name': 'Decla-Bioscop AG', 'id': 6762}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1922-11-13,0.0,125.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Phantom,False,7.3,6.0
17497,False,,0,"[{'id': 18, 'name': 'Drama'}]",,94716,tt0020793,en,A Cottage on Dartmoor,"Flashback story of an escape from the lonely, high-security Dartmoor Prison. A jealous barber's assistant is enraged by the attentions that his manicurist girlfriend pays to a customer. He threatens the customer with an open razor and lands in jail.",0.465277,/gaOagw83fxHcML5xGflG0rHKHVW.jpg,"[{'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'British Instructional Films (BIF)', 'id': 28184}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1929-10-01,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Cottage on Dartmoor,False,8.2,5.0
17512,False,,0,"[{'id': 18, 'name': 'Drama'}]",,50072,tt0022905,en,Forbidden,"On a cruise to Cuba, Lulu Smith falls in love with Bob Grover. Back home, she breaks off the romance when he tells her he is married. Lulu has a baby, but doesn't tell Bob, who turns out to be a rising politician. She passes herself off as the baby's nanny. When Bob learns what is going on, he adopts the little girl, not telling his wife or anyone else where she came from. Lulu gets a job at a newspaper. Things get complicated when the editor gets the dirt on Grover, but also wants to marry Lulu",0.37014,/AmQ375WnxSy5qBM3ODH3Ptd8uH1.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-01-09,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Her Greatest Dramatic Role !,Forbidden,False,6.1,5.0
17532,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,138341,tt0022676,en,Big City Blues,An Indiana boy (Eric Linden) lives it up with his girlfriend (Joan Blondell) in New York until someone gets killed.,0.441939,/8phEFGnvqnCsRaWosGNmYBDxnJu.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-09-18,0.0,63.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Big City Blues,False,7.0,1.0
17533,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,126922,tt0023125,en,Lawyer Man,"Idealistic attorney Anton Adam makes headlines when he successfully prosecutes a prominent New York racketeer named Gilmurry. Adam's sudden renown attracts the attention of high-profile legal eagle Granville Bentley, who asks Adam to become a partner in his law firm. But Adam's rising career takes a nosedive when he's framed by Gilmurry and a sexy actress in a trumped-up breach of promise suit. The only constant in Adam's life is the loyalty and unrequited love of his secretary Olga.",0.072534,/c8qAwhCkjBtn5qrnsHVEkiPFiAM.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-01-07,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Lawyer Man,False,6.0,1.0
17550,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,91208,tt0014497,en,Souls for Sale,"A young woman hits Hollywood, determined to become a star.",0.21176,/XslqTnQHqRGWudTCAKjVeixaXp.jpg,"[{'name': 'Goldwyn Pictures Corporation', 'id': 31789}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1923-04-22,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Souls for Sale,False,7.5,2.0
17552,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,95956,tt0017449,en,The Temptress,"In a masked ball in Paris, Manuel Robledo, a young Argentinian architect, meets Elena, the Marquess of Torre Blanca. Later, the young woman is rightly accused causing the misfortune and loss of wealth of Fontenoy, a man who fell for her charms. To escape social criticism, the Marquis of Torre Blanca transfers his residence to Argentina. There, Elena meets again Manuel, when he is building a river's dam. Manos Duras, a thug, harasses Elena, and when Manuel intervenes, he defies him to a whip duel. The duel is long and vicious, both men suffering many cuts on their faces and naked chests, but in the end, the thug is vanquished and humiliated. Manos Duras sets up an ambush to murder Manuel, but the Marquis of Torre Blanca is killed instead. Now, there only two men in love for Elena, the eternal temptress",0.640994,/m5H4206d0nGKrX4JbwYGVZIl5Py.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-10-03,0.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Temptress,False,6.5,4.0
17560,False,,0,"[{'id': 18, 'name': 'Drama'}]",,8462,tt0015842,de,Die freudlose Gasse,"In 1921 in the poor part of an Austrian town called Melchiorgasse there are only two wealthy people: the butcher Josef Geiringer and his wife. Mrs. Greifer runs a fashion boutique and a nightclub patronized by wealthy Viennese. Annexed to the nightclub is Merkl Hotel, a brothel to which the women of the nightclub bring their clients. The film follows the lives of two women from the same poor neighborhood as they try to better themselves during the period of Austrian postwar hyperinflation. They are Marie, who becomes a prostitute, and Grete who does not.",0.418457,/8SnnBM4jk5uYsfM4X1vz2p18QL5.jpg,"[{'name': 'Sofar-Film', 'id': 2494}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1925-03-01,0.0,150.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Joyless Street,False,7.4,7.0
17592,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,64318,tt0025251,en,Hide-Out,"Wounded criminal Lucky Wilson (Robert Montgomery) takes refuge in a small Connecticut farm.  He falls in love with Maureen O'Sullivan, who at first is unaware of his criminal record.  Lucky is fully prepared to shoot his way out when the cops come calling, but he is softened by O'Sullivan's affections.  Screenwriters Frances Goodrich and Albert Hackett leaven several potentially melodramatic sequences with some first-rate comic dialogue; many of the funniest scenes belong to nightclub owners Henry Armetta and Hermann Bing.",0.365873,/iUJa2tn9Y6XVmfgoHy5CmItkmSf.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-08-24,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Delightfully Produced By The Makers Of,Hide-Out,False,7.8,2.0
17607,False,,550000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,81829,tt0019735,en,Bulldog Drummond,Hugh 'Bulldog' Drummond is a British WWI veteran who longs for some excitement after he returns to the humdrum existence of civilian life. He gets what he's looking for when a girl requests his help in freeing her uncle from a nursing home. She believes the home is just a front and that her uncle is really being held captive while the culprits try to extort his fortune from him.,0.721118,/aMHXIXzgqqnhY2Zz5ysuLxIPwDI.jpg,"[{'name': 'Howard Productions', 'id': 14925}, {'name': 'Samuel Goldwyn Company, The', 'id': 28205}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1929-05-02,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bulldog Drummond,False,6.3,3.0
17615,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}, {'id': 878, 'name': 'Science Fiction'}]",,90395,tt0021016,en,Just Imagine,"New York, 1980: airplanes have replaced cars, numbers have replaced names, pills have replaced food, government-arranged marriages have replaced love, and test tube babies have replaced ... well, you get the idea. Scientists revive a man struck by lightning in 1930; he is rechristened ""Single O"". He is befriended by J-21, who can't marry the girl of his dreams because he isn't ""distinguished"" enough -- until he is chosen for a 4-month expedition to Mars by a renegade scientist. The Mars J-21, his friend, and stowaway Single O visit is full of scantily clad women doing Busby Berkeley-style dance numbers and worshiping a fat middle-aged man.",0.160329,/c18ODGTmsgy9enAfm6qjo8Ttksx.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-11-23,0.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Just Imagine,False,3.0,3.0
17639,False,,0,"[{'id': 18, 'name': 'Drama'}]",,77922,tt0020075,en,Laila,"Ranged across several generations, the story begins with a wealthy merchant, Lind, and his wife travelling in the coldest depths of winter to christen their baby daughter. Attacked by wolves, they lose the baby, which is found by the Lapp Jaampa (a dominating performance by Tryggve Larssen) and subsequently raised by a rich reindeer herder,",0.216233,/yAoWbg6QdKAJ6fe2ACpZEDTbifx.jpg,"[{'name': 'Lunde Film', 'id': 68319}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",1929-10-14,0.0,165.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Laila,False,7.2,3.0
17645,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,117412,tt0023937,ja,出来ごころ,Two Tokyo co-workers come across a destitute young lady in search of a place to live.,0.636021,/aoxgzp1QLDHnR2GgXB56F6HkX19.jpg,"[{'name': 'Shôchiku Eiga', 'id': 5070}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1933-09-07,0.0,100.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Passing Fancy,False,6.7,3.0
17702,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,27986,tt0024617,en,The Story of Temple Drake,"A wealthy but neurotic Southern belle finds herself trapped in the hideout of a gang of vicious bootleggers. The gang's leader lusts after her, and is determined not to let anything stand in the way of his having her.",0.294897,/1JD814DfhkJ6lz1tUp0ok2t0NXp.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-05-06,0.0,70.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Story of Temple Drake,False,5.1,7.0
17719,False,,0,"[{'id': 18, 'name': 'Drama'}]",,46758,tt0002461,en,Richard III,"Shakespeare's tragedy of the hump-backed Duke of Gloucester, who rises to the throne of England by chicanery, treachery, and brilliance, only to find that his own methods have prepared the groundwork for his downfall.",0.05131,/zM9IT7IeUJ2pY42vx8OhUgklVMu.jpg,"[{'name': ""Le Film d'Art"", 'id': 1573}, {'name': 'Sterling Camera and Film Company', 'id': 75475}, {'name': 'M.B. Dudley Amusement Co.', 'id': 75476}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1912-10-15,0.0,55.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Richard III,False,0.0,1.0
17722,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,36519,tt0023326,en,Payment Deferred,"Bank clerk William Marble is desperate for money to pay his family's bills. When his wealthy nephew visits, Marble asks him for a loan, but the young man refuses. Marble decides to kill his nephew. It is a twisted path to justice after Marble is transformed by the crime he committed and the wealth he gains.",0.528123,/6w4pIJtjNYyiXqtakjth3iDxhJE.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-11-07,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Payment Deferred,False,4.5,2.0
17727,False,,0,"[{'id': 18, 'name': 'Drama'}]",,67532,tt0025509,fr,Les Misérables,"The lives of numerous people over the course of 20 years in 19th century France, weaved together by the story of an ex-convict named Jean Valjean on the run from an obsessive police inspector, who pursues him for only a minor offense.",1.523165,/naxUhlHAyFieNbSS6nm8PIFFdLL.jpg,"[{'name': 'Pathé-Natan', 'id': 9000}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1934-02-03,0.0,281.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Les Misérables,False,7.0,13.0
17728,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,32859,tt0022787,fr,Les croix de bois,"The young and patriotic student Demachy joins the French army in 1914 to defend his country. But he and his comrades soon experience the terrifying, endless trench war in Champagne, where more and more wooden crosses have to be erected for this cannon fodder.",1.730379,/vSmsu3LwPSUKi9G0OlWDqXrvS9A.jpg,"[{'name': 'Pathé-Natan', 'id': 9000}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1932-03-17,0.0,110.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Wooden Crosses,False,6.8,8.0
17800,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,36513,tt0023277,en,No Man of Her Own,"Babe Stewart, a card cheat who has to go on the lam to avoid a pesky cop, meets a lonely, but slightly wild, librarian, Connie Randall, while he is hiding out. The two get married after Connie wins a coin flip and they move back to the city. Babe continues his gambling/cheating scheme unbeknownst to Connie. When she discovers his ""other life"", she presures him to quit. Babe feels crowded and tells her that he is leaving for South America. In fact, Babe has decided he wants to go straight and turns himself in to the cops.",0.101465,/9fZxHfa3x3Q0F2lCjhZMJj9vM9n.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-12-30,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,No Man of Her Own,False,3.5,2.0
17819,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,82260,tt0023556,en,Taxi!,"Amidst a backdrop of growing violence and intimidation, independent cab drivers struggling against a consolidated juggernaut rally around hot-tempered Matt Nolan. Nolan is determined to keep competition alive on the streets, even if it means losing the woman he loves.",0.683789,/mbts3So8vVENdxCjRJrqhoMFHCo.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-01-23,0.0,69.0,"[{'iso_639_1': 'yi', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Taxi!,False,4.8,5.0
17823,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,109886,tt0024302,en,Man's Castle,"Impoverished Bill befriends starving Trina and takes her into his shantytown cabin and looks after her, but making clear there are no strings attached and that he remains entirely free.",0.165581,/5s7LSlNjfD7iPC5tMpIP58zqmBc.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-11-20,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Man's Castle,False,6.0,4.0
17831,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,125736,tt0022792,en,The Crowd Roars,"Famous motor-racing champion Joe Greer returns to his hometown to compete in a local race. He discovers his younger brother has aspirations to become a racing champion, and during the race Joe loses his nerve when another driver is killed, leaving his brother to win. Joe's luck takes a plunge whilst his brother rises to height of fame.",0.809034,/3O8opbWxNDuXH8Z3upFqnx5M3gf.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-04-16,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Ablaze with excitement-Heart pounding romance Women never Forget!,The Crowd Roars,False,4.8,5.0
17838,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,91961,tt0022430,en,The Star Witness,"A tough District Attorney (Walter Huston) goes after a murderous crime gang, only to find that his witnesses, an innocent family, have clammed up in fear of reprisals.",0.856225,/1SyiChAGjG48EFMcnAvtdaw2GBD.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Vitaphone Corporation', 'id': 9329}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-08-22,0.0,68.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Greatest Picture of the Year!,The Star Witness,False,5.5,4.0
17840,False,,0,"[{'id': 10749, 'name': 'Romance'}]",,84299,tt0021635,en,Bad Girl,"A man and woman, skeptical about romance, nonetheless fall in love and are wed, but their lack of confidence in the opposite sex haunts their marriage.",0.735185,/3JncoBDfZ2dn2ODhvVgUoPQmlfW.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-08-13,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,VINA DELMAR'S novel of New York Life - BAD GIRL,Bad Girl,False,4.7,7.0
17876,False,,0,[],,70803,tt0010071,en,Don't Change Your Husband,"Leila porter comes to dislike her husband James, a glue king who is always eating onions and looking sloppy. But after she divorces him and marries two-timing playboy Schuyler Van Sutphen the now-reformed James looks pretty good.",0.125202,/o88oPaje68u2U83gEzzb96DAecA.jpg,[],[],1919-01-26,0.0,71.0,[],Released,,Don't Change Your Husband,False,7.0,3.0
17953,False,,0,"[{'id': 18, 'name': 'Drama'}]",,49452,tt0013626,en,La souriante Madame Beudet,"One of the first feminist movies, this is the story of an intelligent woman trapped in a loveless marriage.",0.833618,/4QeRs5jF0tHaWg4KPXd16d8jyhR.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1923-11-09,0.0,38.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Smiling Madame Beudet,False,5.9,13.0
17961,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,133123,tt0003489,it,Gli ultimi giorni di Pompeii,"Well respected Pompeiian Glaucus performs an act of kindness by buying Nidia, a blind slave being mistreated by her owner. Nidia falls in love with her new master, but he only has eyes for Jone. Jone in turn is lusted after by Arbace, an Egyptian high priest of Isis. When Nidia beseeches Isis for help in capturing Glaucus' heart, Arbace gives her a ""love"" potion, which really will affect his mind and not his heart, thus opening the way to Jone for himself. When Arbace's disciple is murdered Glaucus finds himself in hot water, shortly after which Mt. Vesuvius erupts.",0.223436,/NHMkPI9bifDOMTdL2wukd2YEbm.jpg,[],[],1913-08-13,0.0,88.0,[],Released,,The Last Days of Pompeii,False,4.0,1.0
17975,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,43688,tt0025590,en,The Old Fashioned Way,The Great McGonigle and his troupe of third-rate vaudevillians manage to stay one step ahead of the bill collectors and the sheriff.,0.367549,/goGkA17bGyguv8jLutOqkW1tEar.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-07-13,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Old Fashioned Way,False,4.5,2.0
18097,False,,584000,"[{'id': 18, 'name': 'Drama'}]",,109435,tt0022436,en,Street Scene,"The setting is one anonyomous city block during a sweltering summer, where the residents - Italian and Jew, Swede and German and Irish - serve as representatives of the not-very-idealized American melting pot. There is idle chitchat...idle gossip...jealousy...racism...adultery...and, suddenly but not unexpectedly, a murder.",0.533219,/zxeIKqqZqEDm6Nq7P17MIfrPdC3.jpg,"[{'name': 'Feature Productions', 'id': 13914}, {'name': 'Samuel Goldwyn Company, The', 'id': 28205}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-09-05,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Street Scene,False,5.7,7.0
18106,False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,28629,tt0010821,de,Unheimliche Geschichten,"At midnight in an antiquarian bookshop, Death, the Devil and Harlot step out of paintings and read five stories. The first is The Apparition, about a man and a woman who check into a hotel when the woman vanishes and everyone else denies she existed...
 The second story The Hand, is about two men who throw dice over a woman. The loser of the battle kills his opponent which leads to...  The third story is The Black Cat, about a drunk who murders his wife and hides her body in the walls of a cellear. The cat belonging to the husband...  The next story is The Suicide Club, about a detective who discovered a secret club and is then immediately chosen as their next victim...
 The final story is The Spectre, about a braggart baron who neglects his wife...  After this story, the clock strikes one o'clock which leads the three story tellers back into their paintings.",0.445493,/fCqLNuLVB3bkofxkulFAnhmC6m1.jpg,"[{'name': 'Richard-Oswald-Produktion', 'id': 4853}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1919-11-05,0.0,112.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Eerie Tales,False,6.0,3.0
18144,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,119564,tt0023225,en,Million Dollar Legs,"A small country on the verge of bankruptcy is persuaded to enter the 1932 Los Angeles Olympics as a means of raising money. Either a masterpiece of absurdity or a triumph of satire, depending on your mood, but it's quite possibly the funniest movie ever made, and becomes even funnier with subsequent viewings.",0.617058,/g9ipXrQxD1nhrvZLcPGzyOZTyxI.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-07-08,0.0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's Insane -- It's Joyous,Million Dollar Legs,False,5.0,3.0
18165,False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,82397,tt0022335,en,Safe in Hell,"After killing an ex-boyfriend in New Orleans, a prostitute flees to a Caribbean island. There the vicious local police chief sets his sights on her, unaware that she is a fugitive.",1.308584,/vCRllVrzgAZ2IK7ynbtKQfQsRHq.jpg,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-12-12,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Safe in Hell,False,6.2,9.0
18178,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,178452,tt0025263,en,Hollywood Party,"Jimmy Durante is jungle star Schnarzan the Conqueror, but the public is tiring of his fake lions. So when Baron Munchausen comes to town with real man-eating lions, Durante throws a big party with so that he might use the lions in his next movie. His film rival sneaks into the party to buy the lions before Durante.",0.947216,/7V88xZ3zfDwiCWqYmZtIK3bwerF.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-06-01,0.0,68.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hollywood Party,False,2.3,3.0
